address1,voice,Number of employees,address2,address3,city,state,postal_code,country,web,NAICS-Description,NAICS-Number,Additional Comment,Lead Origin,Notes,temp_cntct_id
Globus Medical,(610) 930 1800,500-999,2560 General Armistead Ave,,Audubon,Pennsylvania,19403,United States,www.globusmedical.com,Manufacturing,0,2003,LF,;Anthony Williams President; Daniel Scavilla CFO; Daniel Paul VP QA/IT;;;;;;;;,387
Glory Global Solutions Inc,(800) 527 2638,"2,000+",3333 Warrenville Rd,Suite 310,Lisle,Illinois,60532,United States,www.gloryglobalsolutions.com,Wholesalers,0,2013,LF,;;;;;;;;;,388
GM Wood Products,(231) 303 5017,,1000 Park Street,,Newaygo,Michigan,49337,United States,www.gmcompanies.com,Building Materials and Tools,0,1987,LF,;;;;;;;;;,389
Grain Belt Supply Co Inc,(800) 447 0522,,217 East Diamond Dr,,Salina,Kansas,67402,United States,www.grainbeltsupply.com,Machinery,,,LF,;;;;;;;;;,390
Grant Thornton LLP,(630) 873 2500,"2,000+",1901 S Meyers Rd,Suite 455,Oakbrook Terrace,Illinois,60181,United States,www.grantthornton.com,Accounting,,1924,LF,;kevin.surovcik@us.gt.com managing director (may be diff location);;;;;;;;,391
Granwell Products Inc,(973) 403 0080,0,185 Fairfield Ave,Suite 2B,New Jersey,New Jersey,7006,United States,www.granwell.com,Retail,,,LF,;Jimmy Shee owner;;;;;;;;,392
Graphics That Pop,(972) 905 3523,,1590 East Highway 121 Business,Building 3,Lewisville,Texas,75056,United States,www.graphicsthatpop.com,Marketing and Advertising,,,LF,;;;;;;;;;,393
Grassi & Co,(516) 256 3500,200-499,50 Jericho Quadrangle,Suite 200,Jericho,New York,11753,United States,www.grassicpas.com,Accounting,,1980,LF,;this appointment should be made w/Danielle;Kevin Meyer from VAR list kmeyer@grassicpas.com;;;;;;;,394
Graves Menu Maker Foods,(573) 893 3000,200-499,913 Big Horn Dr,,Jefferson City,Missouri,65109,United States,www.menumakerfoods.com,Wholesalers,71111,1947,LF,;;;;;;;;;,395
Gray Metal Products Inc,(585) 226 8660,,,,Avon (NY),New York,,United States,www.graymetal.com,,,,LF,;;;;;;;;;,396
Great Southwestern Construction Inc,(800) 438 0790,,,,Castle Rock (CO),Colorado,,United States,www.gswc.us,,,,LF,He is not at his desk;Randy Johnson is the IT Manager;;;;;;;;,397
Greenlight Innovation,(604) 676 4000,,,,Burnaby (BC),,,Canada,www.greenlightinnovation.com,,,,LF,;;;;;;;;;,398
Greenspun Media Group,(702) 990 2550,200-499,2360 Corporate Cir,3rd Floor,Henderson,Nevada,89074,United States,www.gmgvegas.com,Publishing,47910,,LF,;;;;;;;;;,399
Gregory Poole Equipment Company,(919) 828 0641,500-999,4807 Beryl Rd,,Raleigh,North Carolina,27606,United States,www.gregorypoole.com,Transportation/Trucking/Railroad,,1951,LF,;;;;;;;;;,400
Grey B. Roberts & Co CPA,(209) 383 2442,20-Jan,2824 Park Avenue,Suite B,Merced,California,95348,United States,www.greyroberts.com,Accounting,,,LF,;hitting pre-key version of free PostBooks - let's help them upgrade!;;;;;;;;,401
Greydon Inc,(717) 848 3875,,391 Greendale Rd,,York,Pennsylvania,17403,United States,www.greydon.com,Printing,,1993,LF,;;;;;;;;;,402
Griffin Dewatering Corportation,(800) 423 3959,100-199,5000 Page St,,Chesapeake,Virginia,23324,United States,www.griffindewatering.com,Civil Engineering,,1934,LF,local to us; David Singleton CEO;;;;;;;;;,403
Griffin Products Inc,(903) 873 6388,,,,Wills Point (TX),Texas,,United States,www.griffinproducts.com,,,,LF,There was no answer;They told me to cb tomorrow he is not in right now.;;Vernon Griffin;;;;;;,404
GSCS,(972) 401 4727,21-49,11494 Luna Rd,Suite 100,Farmers Branch,Texas,75234,United States,www.costflexrisk.com,Business Services,82990,2010,LF,;;;;;;;;;,405
GST Manufacturing Ltd,(817) 520 2320,200-499,4201 Janada St,,Haltom City,Texas,76117,United States,www.gstmanufacturing.com,Manufacturing,,2000,LF,;invite to https://xtuple.com/roadshow-houston;Sharrian Lamberth; President slamberth@gstmanufacturing.com; George Lamberth CEO glamberth@gstmanufacturing.com; Tonya Thornton Controller tthornton@gstmanufacturing.com; Daniel Gray CFO dgray@gstmanufacturing.com;;;;;;;,406
Gypsum Management and Supply Inc,(336) 661 0193,"2,000+",2600 Lowery Street,,Winston Salem,North Carolina,27101,United States,www.gms.com,Wholesalers,,1971,LF,;;;;;;;;;,407
Habegger's Ace Lumber & Building Supply,(260) 589 2165,21-49,1196 US 27 N,,Berne,Indiana,46711,United States,www.habeggerace.com,Building Materials and Tools,,1955,LF,Epicore is what we are using for ERP.  It interfaces with ACE Hardware and corporate is not going to change.  I was interested in Xtuple for myself and a side business.  I use the free version and my revenue is a hobby I am nowhere near 20;000.  Thank you for calling me .  I spoke to Paul Kahlert and his company where he works wont change.  He is the IT Administrator.  He wanted Xtuple for himself but he is a one man show.;;Paul Kahlert paul@pawdell.com;DIST - Cam;;;;;;,408
Halff Smarter Solutions,(214) 572 2272,20-Jan,12225 Greenville Ave,Suite 200,Dallas,Texas,75243,United States,www.halff.com,Consultants,29320,1950,LF,;;;;;;;;;,409
Harbor Compounding,(949) 642 0106,100-199,2000 Harbor Blvd,Suite C100,Costa Mesa,California,92627,United States,www.harborcompounding.com,Pharmaceuticals,86101,2010,LF,;;;;;;;;;,410
Hardy Machine Inc,(215) 822 9359,21-49,2326 North Penn,,Hatfield,Pennsylvania,19440,United States,www.hmiinc.com,Machinery,,1958,LF,;William Hardy president;;;;;;;;,411
Hartman Technica,(403) 230 1987,,,,Calgary (AB),,,Canada,www.hartmantech.com,,,,LF,;;;;;;;;;,412
Harvard Bioscience,(800) 232 2380,500-999,84 October Hill Road,Suite 10,Holliston,Massachusetts,1746,United States,www.harvardbioscience.com,Manufacturing,0,1901,LF,;George Uveges guveges@harvardbioscience.com;;;;;;;;,413
Haskell Jewels LLC,(201) 330 9205,200-499,114 Seaview Drive,,Secaucus,New Jersey,7094,United States,www.haskelljewels.com,Wholesalers,,1926,LF,Brian is the IT person he is not at his desk.;;;;;;;;;,414
HBP,(716) 592 5000,100-199,180 Zoar Valley Road,,Springville,New York,14141,United States,www.hbpllc.com,Machinery,77390,1984,LF,;;;;;;;;;,415
HC Foods Co Ltd,(323) 722 8648,20-Jan,6414 Gayhart St,,Commerce,California,90040,United States,www.hcfoods.net,Logistics and Supply Chain,,1988,LF,;Anthony Sher co-owner;;;;;;;;,416
Hedstrom Entertainment,(800) 765 9665,500-999,One Hedstrom Drive,,Ashland,Ohio,44805,United States,www.hedstrom.com,Consumer Goods,,1914,LF,too many prompts none listing IT will revisit this one later there is a lot of digging to do;;no record of this company using PostBooks¨ but looking at what to do if key expires;;;;;;;,417
Helwig Carbon Products. Inc,(800) 962 4851,200-499,8900 W Tower Ave,,Milwaukee,Wisconsin,53224,United States,www.helwigcarbon.com,Electrical/Electronic Manufacturing,,1928,LF,;;;;;;;;;,418
Heys_International_Ltd,(905) 564 7245,,,,Mississauga (ON),,,Canada,www.heys.ca,,,,LF,;;;;;;;;;,419
Hi-Tech Manufacturing LLC,(847) 678 1616,,9815 Leland Ave,,Schiller Park,Illinois,60176,United States,www.hi-tech-mfg.com,Machinery,,,LF,;;;;;;;;;,420
Hickey Freeman,(844) 755 7344,200-499,1155 N Clinton Ave,,Rochester,New York,14621,United States,www.hickeyfreeman.com,Apparel and Fashion,,,LF,;;;;;;;;;,421
Hickory Brands Inc,(800) 438 5777,100-199,429 27th St,,Hickory,North Carolina,28601,United States,www.hickorybrands.com,Manufacturing,,1923,LF,;;;;;;;;;,422
Hoffer Flow Controls Inc,(800) 628 4584,50-99,107 Kitty Hawk Ln,,Elizabeth City,North Carolina,27909,United States,www.hofferflow.com,Manufacturing,69102,1969,LF,;;;;;;;;;,423
Holden Industries Inc,(800) 488 4487,100-199,5624 S State Highway 43,,South West City,Missouri,64863,United States,www.holdentrailers.com,Automotive,,1969,LF,";Guessed Galen's email and got it! galen@holdentrailers.com. Emailed today. Left voicemail on Friday. Will try again later this week.;I have a Greg Hamilton but he's based out of Chicago as are the other Holden Industries employees. Looking for a Missouri Contact if possible. https://www.linkedin.com/in/greg-hamilton-83a47816Thanks!-Cam;Galen Eads; Site Manager;;;;;;",424
Holthouse Carlin and Van Trigt LLP,(714) 361 7600,200-499,555 Anton Blvd,Suite 700,Costa Mesa,California,92626,United States,www.hcvt.com,Accounting,58110,1991,LF,;partner prospect?;;;;;;;;,425
Home Access Health Corporation,(800) 448 8378,21-49,2401 Hassell Rd,Suite 1510,Hoffman Estates,Illinois,60169,United States,www.homeaccess.com,Medical Supplies and Equipment,,1996,LF,;;;;;;;;;,426
Honeywell International Inc,(973) 455 2000,"2,000+",101 Columbia Road,,Morristown,New Jersey,7962,United States,www.honeywell.com,Electrical/Electronic Manufacturing,0,,LF,;marked as Active Pipeline; possible connection to MasterAdmins opportunity;;;;;;;;,427
Hoosier Racing Tire Corp,(217) 522 1955,20-Jan,3886 E State Rte 54,,Springfield,Illinois,62707,United States,www.hoosiertire.com,Automotive,553123,1957,LF,;MFG -- rick;;;;;;;;,428
Horn Machine Tools Inc,(559) 431 4131,20-Jan,40455 Brickyard Dr,,Madera,California,93636,United States,www.hornmachinetools.com,Manufacturing,,1992,LF,;Kent Horn Pres; Max Arias Dir MFG;;;;;;;;,429
Howard University,(202) 806 6100,"2,000+",2400 Sixth Street,,Washington,Dist. Columbia,20059,United States,www.howard.edu,Education,0,1867,LF,Cant get through prompts done give a name and receptionist is not available;;anupam.kumar@howard.edu Asst Prof Supply Chain Mgr -using in classroom?;;;;;;;,430
Hub Pen Company,(800) 388 2323,200-499,1525 Washington St,,Braintree,Massachusetts,2184,United States,www.hubpen.com,Business Supplies and Equipment,594307,1954,LF,;;;;;;;;;,431
Hughes Circuits Inc,(760) 744 0300,100-199,546 Pacific Street,,San Marcos,California,92078,United States,www.hughescircuits.com,Electrical/Electronic Manufacturing,,1999,LF,;;;;;;;;;,432
Hydrite Chemical Company,(262) 792 1450,500-999,300 N Patrick Blvd,,Brookfield,Wisconsin,53045,United States,www.hydrite.com,Wholesalers,,1929,LF,They already have ERP Software and he said he is not interested and he doesnt know why anyone would have visited our site;;;;;;;;;,433
Hysitron,(952) 835 6366,100-199,9625 W 76th St,,Minneapolis,Minnesota,55344,United States,www.hysitron.com,Wholesalers,0,1992,LF,;;;;;;;;;,434
I-Tech Technology Consulting,(832) 563 6357,20-Jan,10694 Jones Rd,Suite 200,Houston,Texas,77065,United States,www.i-techc.com,Information Technology and Services,85590,2000,LF,;Dianna Jonns Operations info@i-techc.com;;;;;;;;,435
ICON Health & Fitness Inc,(435) 750 5000,"2,000+",1500 S 1000 W,,Logan,Utah,84321,United States,www.iconfitness.com,Manufacturing,94990,1977,LF,;MFG--rick;;;;;;;;,436
IDERA Inc,(713) 523 4433,200-499,2950 North Loop Freeway West,Suite 700,Houston,Texas,77092,United States,www.idera.com,Computer Software,,2003,LF,;Randy CEO randall.jacops@bbstek.com also reps SAP; PeopleSoft;;;;;;;;,437
Idilia Inc,(514) 843 6897,,,,Montreal (QC),,,Canada,www.idilia.com,,,,LF,number cant receive incoming calls;;old PostBooks version - no key listed in df;cdcookjr@gmail.com Christopher Cook Jr via /contact form;using a pre-license key version of PostBooks and they're looking for support and have contacted us in some way based on hit;;;;;,438
Idlewood Electric Supply Inc,(847) 831 3600,50-99,114 Skokie Valley Rd,,Highland Park,Illinois,60035,United States,www.idlewoodelectric.com,Wholesalers,,1958,LF,;;;;;;;;;,439
Illinois Tool Works Inc,(847) 724 7500,"2,000+",155 Harlem Avenue,,Rockford,Minnesota,60025,United States,www.itw.com,Machinery,,1912,LF,;;;;;;;;;,440
Illumina,(858) 202 4500,"2,000+",5200 Illumina Way,,San Diego,California,92122,United States,www.illumina.com,Manufacturing,0,1998,LF,;;;;;;;;;,441
Illumiti,(905) 737 1066,,,,Toronto (ON),,,Canada,www.illumiti.com,,,,LF,;duplicate visitor - see Illumiti;;;;;;;;,442
Inchcape Shipping Services Inc,(713) 684 1714,,,,Houston (TX),Texas,,United States,www.iss-shipping.com,,,,LF,"paul.watson@iss-shipping.com IT 757-547-6556;$10B/year in revenue. Too big to pursue.;;PostBooks missy;;;;;;",443
Industrial and Residential Lighting Supply Inc,(800) 759 4823,,200 N Second Street,,Minneapolis,Minnesota,55401,United States,www.ilsmn.com,Construction,,,LF,;;;;;;;;;,444
Industrial Engraving,(920) 865 7205,,,,Pulaski (WI),Wisconsin,,United States,www.industrial-engraving.com,,,,LF,cant get through;Called and connection wont stick try again later;;;;;;;;,445
Industrios Software,(905) 829 2525,,,,Oakville (ON),,,Canada,www.industrios.com,,,,LF,He is not in the office I called to see if he is interested in becoming a partner;;;Renato DeGasperis renato@industrios.com owner;;;;;;;,446
Ingredion Incorporated,(708) 551 2600,,,,Westchester (IL),Illinois,,United States,www.ingredion.com,,,,LF,;;;;;;;;;,447
Insignia,(800) 874 4648,100-199,8799 Brooklyn Blvd,,Minneapolis,Minnesota,55445,United States,www.insigniasystems.com,Marketing and Advertising,43999,1990,LF,;;;;;;;;;,448
Insource Performance Solutions LLC,(877) 260 7754,"2,000+",5601 Seventy Seven Center Drive,Suite 240,Charlotte,North Carolina,28217,United States,www.insourceperforms.com,Logistics and Supply Chain,,1997,LF,;;;;;;;;;,449
Integrated Microwave Technologies,(908) 852 3700,100-199,200 International Drive,,Mt Olive,New Jersey,7828,United States,www.imt-broadcast.com,Electrical/Electronic Manufacturing,,1990,LF,";found us searching for low cost full featured erpMissy;;;;;;;;",450
Inter Pipeline,(403) 290 6000,,,,Calgary (AB),,,Canada,www.interpipeline.com,,,,LF,;;;;;;;;;,451
International Digital Systems Inc,(877) 437 1122,21-49,400 Kelby St,6th Floor,Fort Lee,New Jersey,7024,United States,www.idigitalsystems.com,Management Consulting,31090,2005,LF,;;;;;;;;;,452
International Electric Rigs Ltd,(780) 439 2066,,,,Edmonton (AB),,,Canada,www.ierltd.com,,,,LF,;;;;;;;;;,453
International Monetary Fund,(202) 623 7000,"2,000+",700 19th Street NW,,Washington,Dist. Columbia,20431,United States,www.imf.org,International Trade and Development,,1945,LF,;economic dev in 95% of the world! multi-currency; multi-lingual ERP - IMF Procurement at (202) 623-4895;;;;;;;;,454
International Tool Corporation,(954) 792 4403,21-49,2590 Davie Road,,Davie,Florida,33317,United States,www.internationaltool.com,Building Materials and Tools,,1970,LF,;;;;;;;;;,455
Intralin Corporation,(410) 362 4010,,2200 Winchester St,,Baltimore,Maryland,21216,United States,www.intralin.com,Manufacturing,,,LF,Srinivas Anne - Head of Technology........he is just looking around right now doesnt want to talk to anyone we will be ready in a year or two cb in a year;;;;;;;;;,456
Invacare,(800) 333 6900,"2,000+",1 Invacare Way,,Elyria,Ohio,44035,United States,www.invacare.com,Medical Supplies and Equipment,,1885,LF,;;;;;;;;;,457
Inventure_Foods Inc,(623) 932 6200,200-499,5415 E High St,Suite 350,Phoenix,Arizona,85054,United States,www.inventurefoods.com,Food and Beverages,46130,1983,LF,;FOOD; using old pre-key PostBooks;;;;;;;;,458
Ippolita,(212) 868 3808,100-199,259 W 30th St,10th Floor,New York,New York,10001,United States,www.ippolita.com,Design,85310,1999,LF,;;;;;;;;;,459
Ippolito Inc,(905) 631 7700,,,,Burlington (ON),,,Canada,www.ippolitoproduce.com,,,,LF,;;;;;;;;;,460
iRhythm,(415) 632 5700,200-499,650 Townsend St,Suite 380,San Francisco,California,94103,United States,www.irhythmtech.com,Wholesalers,86900,2006,LF,No answer;;;;;;;;;,461
Iserve Inc,(905) 709 1130,,,,Richmond Hill (ON),,,Canada,www.iserveinc.com,,,,LF,no contact info via PostBooks use;;;;;;;;;,462
IT Innards Corporation,(301) 515 1097,,13010 Town Commons Dr,,Germantown,Maryland,20874,United States,www.itinnards.com,Information Technology and Services,,,LF,Not interested;;;;;;;;;,463
Ivy Computer Inc,(800) 262 4489,21-49,2933 Waterbury-Stowe Road,,Waterbury Center,Vermont,5677,United States,www.ivycomputer.com,Computer Software,,1986,LF,;George Pierce; owner - partner prospect - make appointment w/ xTuple's Danielle;;;;;;;;,464
J D Rush Company Inc,(800) 537 6284,100-199,5900 E Lerdo Hwy,,Shafter,California,93263,United States,www.jdrush.com,Manufacturing,71111,1933,LF,He said he was not interested and hung up;Julian is away from his desk.;He is away from his desk Julian that is.;Julian (head of IT) is away from his desk right now.;;They do not have a purchasing dept they DO have an IT Dept and he is at lunch right now his name is Julian and he is the one to speak to regarding ERP they are a manufacturer of  pipe fittings.;;;;,465
J Morita USA Inc,(800) 831 3222,500-999,9 Mason,,Irvine,California,92618,United States,www.jmoritausa.com,Hospital and Healthcare,,1916,LF,;;;;;;;;;,466
J.S. Fleming and Associates Inc,(508) 460 0904,21-49,28 Lord Road,,Marlborough,Massachusetts,1752,United States,www.jsfleming.com,Mechanical or Industrial Engineering,,,LF,;;;;;;;;;,467
Jacobi Fruits,(305) 487 7785,100-199,3400 NW 74th Ave,Unit 1,Miami,Florida,33122,United States,www.jacobifruits.com,Food Production,,1996,LF,;;;;;;;;;,468
Jada Windows,(530) 265 5354,,150 Crown Point Court,,Grass Valley,California,95945,United States,www.jadawindows.com,Building Materials and Tools,,,LF,;David Elsworth Purchasing; Aaron Beyer GM;;;;;;;;,469
James Farrell & Co,(206) 623 1993,,157 Yesler Way,Suite 600,Seattle,Washington,98104,United States,www.jfarrell.com,Consumer Goods,,,LF,not available no answer;No answer;He is not at his desk they switched me and the phone keeps ringing;;kevinh@jfarrell.com Kevin Hutchins - Had looked at software - want to revisit?;;;;;,470
James G Staat Tuckpointing & Waterproofing,(314) 743 0669,21-49,8177 Gravois Rd,,St Louis,Missouri,63123,United States,www.staatinc.com,Building Materials and Tools,0,1984,LF,;Jim Staat president jim@staatinc.com appears to know our customer EMSEAL;;;;;;;;,471
Jasper Rafting,(888) 241 2129,,,,Laval (QC),,,Canada,,,,,LF,;http://www.jasperrafting.com;;;;;;;;,472
Java City,(877) 528 2289,100-199,1300 Del Paso Rd,,Sacramento,California,95834,United States,www.javacity.com,Food and Beverages,,1985,LF,This is strictly a customer care phone no have to find another number to get to the contacts;;Billy Giampetruzzi bgiampetruzzi@javacity.com Craig Hettrich chettrich@javacity.com Tom Weborg tweborg@javacity.com;;;;;;;,473
Jbc Corporation,(757) 306 1250,,,,Virginia Beach (VA),Virginia,,United States,www.jbccorp.com,,,,LF,Corbin is not interested in an upgrade.;Corbin Cavolt is not at his desk.;Office is currently closed;;Janice Cavolt president jcavolt@jbccorp.com Gary Granger Production ggranger@jbccorp.com Corbin Cavolt IT Mgr jbcadmin@jbccorp.com (local to xTuple!);;;;;,474
Jenkins Electric Company,(800) 438 3003,50-99,5933 Brookshire Boulevard,,Charlotte,North Carolina,28216,United States,www.jenkinselectric.com,Electrical/Electronic Manufacturing,71111,1907,LF,";mfgmissy;;;;;;;;",475
Jensen Precast,(909) 357 7264,500-999,14221 San Bernardino Ave,,Fontana,California,92335,United States,www.jensenprecast.com,Building Materials and Tools,,1968,LF,"Voice mail said he is tied up in meetings all day;His VM came on he is off site today.;;jfriedman@jensenprecast.com Jeff Friedman; COO775-352-6337 - downloaded our e-book on eCommerce for MFG;;;;;;",476
